candidate_rank,GENE,CHR,START,STOP,NSNPS,NPARAM,N,magma_z,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,magma_p,magma_fdr,magma_bonf,magma_rank,gwas_min_p,gwas_n_snps,gwas_rank,n_top_pathways,mean_pathway_mlog10p,pathways,pathway_names,best_pathway_id,best_pathway_name,best_pathway_p,pathway_rank,hit_gwas,hit_magma,hit_pathway,support_layers,gwas_rank_score,magma_rank_score,pathway_rank_score,multi_pathway_bonus,score
31361,SORBI_3002G393500,2,74592979,74646318,571,36,329,-0.29796,0.61713,0.37977,0.87677,0.61713,0.734207362548682,1,28500,0.02669921,571,32833,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.013991607810738,0.0754573144767612,0,0,0.0894489222874992
31362,SORBI_3003G127800,3,11701787,11755473,995,38,330,-0.57785,0.71832,0.60553,0.72186,0.71832,0.80231881415113,1,30358,0.01267052,995,30825,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0413990892175022,0.0480290178538812,0,0,0.0894281070713834
31363,SORBI_3004G267950,4,61176470,61228512,513,35,330,-0.56723,0.71472,0.71729,0.61681,0.71472,0.799641197083182,1,30307,0.01285777,513,30878,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0406530116134415,0.048759225512168,0,0,0.0894122371256096
31364,SORBI_3009G015100,9,1295458,1349372,477,67,328,-0.9396,0.82629,0.91496,0.65024,0.82629,0.872993123948402,1,32094,0.008694688,477,29159,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.065529548595467,0.0238783262066108,0,0,0.0894078748020778
31365,SORBI_3001G292200,1,56870689,56930451,740,40,329,-0.78409,0.78351,0.67199,0.75019,0.78351,0.845498602253199,1,31422,0.009965374,740,29784,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0563191512749356,0.033068350200142,0,0,0.0893875014750776
31366,SORBI_3002G358200,2,72037780,72096218,736,40,330,-1.0115,0.8441,0.79478,0.78934,0.8441,0.885026060606061,1,32340,0.008290867,736,28939,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0688186546817081,0.0205621589148891,0,0,0.0893808135965972
31367,SORBI_3007G041000,7,4024398,4074945,877,54,329,-0.65141,0.74261,0.69239,0.68202,0.74261,0.818822186524454,1,30752,0.01145041,877,30436,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0469145990567577,0.0424288084968201,0,0,0.0893434075535778
31368,SORBI_3002G359100,2,72111449,72164026,511,19,330,-0.24381,0.59631,0.54777,0.56241,0.59631,0.7201766448212,1,28076,0.03811537,511,33343,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.00729750206373505,0.0819669407450959,0,0,0.0892644428088309
31369,SORBI_3006G094900,6,46489457,46541164,605,21,330,-0.65875,0.74497,0.87553,0.52321,0.74497,0.820197505032794,1,30798,0.01140466,605,30398,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0474571638218159,0.0417796598408651,0,0,0.089236823662681
31370,SORBI_3010G272000,10,60549623,60602847,1113,39,328,-0.83034,0.79683,0.79889,0.67076,0.79683,0.853624151396436,1,31652,0.009519424,1113,29582,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0592746417547201,0.0299010174297998,0,0,0.0891756591845199
31371,SORBI_3010G240900,10,58238110,58290088,669,60,329,-0.89371,0.81426,0.80886,0.7013,0.81426,0.864728869679602,1,31929,0.009013312,669,29328,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.06301972686713,0.0261168576145636,0,0,0.0891365844816936
31372,SORBI_3010G088400,10,7534152,7585138,698,55,328,-1.0754,0.85889,0.85041,0.71131,0.85889,0.894970717556314,1,32541,0.007918178,698,28778,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0712415662309499,0.0178712796088077,0,0,0.0891128458397576
31373,SORBI_3003G100200,3,8780635,8834875,718,52,325,-1.2154,0.88789,0.8813,0.76447,0.88789,0.914669227123587,1,32915,0.007490698,718,28454,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.076158847310681,0.0129083150571738,0,0,0.0890671623678549
31374,SORBI_3007G040700,7,4017495,4068154,762,50,329,-0.65525,0.74385,0.65593,0.70698,0.74385,0.819517685735633,1,30777,0.01145041,762,30433,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0469574084818103,0.042075889949629,0,0,0.0890332984314394
31375,SORBI_3003G328100,3,65338816,65390202,641,46,328,-0.82591,0.79557,0.77796,0.66245,0.79557,0.853001978181818,1,31625,0.0096045,641,29618,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0587464456981079,0.0302716403013971,0,0,0.0890180859995051
31376,SORBI_3009G013000,9,1106537,1161798,456,67,326,-1.1359,0.872,0.81908,0.79555,0.872,0.903909265996148,1,32711,0.007741815,456,28638,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0733594897353839,0.0156083534467013,0,0,0.0889678431820852
31377,SORBI_3006G062433,6,41873002,41923526,1300,46,330,-0.4344,0.668,0.49091,0.77124,0.668,0.768205663896897,1,29485,0.01702733,1300,31776,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0282029476699843,0.0607010423714461,0,0,0.0889039900414304
31378,SORBI_3010G272400,10,60574002,60625337,925,30,329,-0.53694,0.70435,0.57146,0.74284,0.70435,0.792454227412987,1,30138,0.01352823,925,31089,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0376954216111541,0.0511877459420785,0,0,0.0888831675532326
31379,SORBI_3008G139100,8,56822138,56878481,141,36,324,-0.53609,0.70405,0.73275,0.57222,0.70405,0.792357111088984,1,30129,0.01359821,141,31099,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.037555750135742,0.0513174570730851,0,0,0.088873207208827
31380,SORBI_3007G030700,7,2742986,2797295,562,47,329,-0.8832,0.81144,0.85244,0.67815,0.81144,0.862959982437433,1,31883,0.0091402400000000009,562,29389,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0621173656113845,0.026742995319948,0,0,0.0888603609313325
31381,SORBI_3010G197200,10,54008299,54059513,426,34,328,-0.79621,0.78704,0.82881,0.63613,0.78704,0.847780787191461,1,31478,0.009923372,426,29769,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0565379284101366,0.0322950434461717,0,0,0.0888329718563082
31382,SORBI_3003G437200,3,73752042,73803204,812,42,330,-0.43214,0.66718,0.49448,0.74613,0.66718,0.767560511637375,1,29473,0.01714287,812,31795,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0279433451656392,0.0608778303851102,0,0,0.0888211755507494
31383,SORBI_3009G154300,9,51081755,51133589,1019,37,330,-0.76771,0.77867,0.81687,0.62647,0.77867,0.842339842399107,1,31345,0.01030385,1019,29897,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0546745630441906,0.0341339003102938,0,0,0.0888084633544843
31384,SORBI_3006G094800,6,46467999,46520733,507,25,330,-0.66444,0.7468,0.96781,0.46934,0.7468,0.821300961956346,1,30831,0.01140466,507,30397,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0474714509994438,0.0413145632378848,0,0,0.0887860142373286
31385,SORBI_3002G074400,2,7683689,7734926,1201,54,329,-1.2706,0.89807,0.85933,0.8098,0.89807,0.921691260631375,1,33039,0.007387928,1201,28366,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0775040759261116,0.0112752805419598,0,0,0.0887793564680714
31386,SORBI_3003G328000,3,65333088,65386957,710,50,328,-0.8299,0.7967,0.78653,0.65411,0.7967,0.853603471941355,1,31647,0.0096045,710,29617,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.05876110913972,0.0299696274367204,0,0,0.0887307365764404
31387,SORBI_3003G153500,3,16395705,16450082,557,69,327,-1.085,0.86103,0.83447,0.73706,0.86103,0.896511860222318,1,32566,0.007946993,557,28786,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0711208534285875,0.0175377559452631,0,0,0.0886586093738507
31388,SORBI_3005G090500,5,13162965,13220170,1450,46,329,-1.0884,0.86179,0.95762,0.63082,0.86179,0.896890068444799,1,32581,0.007914992,1450,28774,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0713019352165772,0.0173377646227566,0,0,0.0886396998393338
31389,SORBI_3001G092400,1,7109385,7162059,344,28,330,-0.36498,0.64244,0.8356,0.42149,0.64244,0.751245146739318,1,28997,0.021249090000000002,344,32333,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0206561722244679,0.0679491059256561,0,0,0.088605278150124
31390,SORBI_3004G306200,4,64426754,64478755,401,43,329,-0.7028,0.75891,0.7068,0.64194,0.75891,0.82929810763777,1,31030,0.01095445,401,30217,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0500508299064845,0.0385203989011057,0,0,0.0885712288075902
31391,SORBI_3006G179600,6,53381862,53436887,657,44,330,-0.85015,0.80238,0.79473,0.72658,0.80238,0.856840083133896,1,31751,0.009438724,657,29531,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0600240208785193,0.0285447665063238,0,0,0.0885687873848432
31392,SORBI_3005G098000,5,15888833,15940647,1127,34,330,-0.99641,0.84048,0.97458,0.6163,0.84048,0.882403809641762,1,32297,0.00846578,1127,29034,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0673953019930039,0.0211399909763011,0,0,0.0885352929693049
31393,SORBI_3004G034300,4,2739837,2800541,771,26,330,-0.49623,0.69013,0.76669,0.54242,0.69013,0.783070108419221,1,29883,0.01483942,771,31388,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0335385305480791,0.0548779796670678,0,0,0.0884165102151469
31394,SORBI_3001G053100,1,3891576,3944010,388,19,330,-0.21388,0.58468,0.37426,0.80934,0.58468,0.711535069613894,1,27862,0.05653705,388,33669,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.00307195684774152,0.0852898865973132,0,0,0.0883618434450547
31395,SORBI_3004G306100,4,64415836,64476263,449,44,329,-0.7066,0.76009,0.74091,0.61587,0.76009,0.83013275743228,1,31047,0.01095445,449,30216,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0500652026658028,0.0382825328194033,0,0,0.0883477354852062
31396,SORBI_3009G188100,9,54014172,54072069,665,42,330,-0.5724,0.71648,0.59581,0.70019,0.71648,0.800813567143516,1,30337,0.01304818,665,30924,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0400065098867419,0.0483295429213133,0,0,0.0883360528080552
31397,SORBI_3001G444700,1,72139679,72191341,806,19,330,-0.58458,0.72059,0.86761,0.4777,0.72059,0.803979051128512,1,30391,0.01285563,806,30873,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0407233415648354,0.0475571839368617,0,0,0.0882805255016971
31398,SORBI_3005G208100,5,69425847,69488596,624,43,328,-0.60007,0.72577,0.55255,0.79481,0.72577,0.807152749098065,1,30487,0.0124766,624,30776,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0420900011865124,0.0461874837226184,0,0,0.0882774849091308
31399,SORBI_3003G128800,3,11850335,11908124,1019,35,330,-0.81739,0.79315,0.81535,0.66233,0.79315,0.851429633146583,1,31586,0.009782319,1019,29710,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0573995226816074,0.0308075434493746,0,0,0.088207066130982
31400,SORBI_3010G197500,10,54028675,54083568,838,45,329,-0.80544,0.78972,0.82961,0.63713,0.78972,0.849517806115975,1,31521,0.009923372,838,29772,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.056494164165437503,0.0317021875080818,0,0,0.0881963516735193
31401,SORBI_3003G277000,3,61275999,61327136,348,36,330,-0.44757,0.67277,0.60809,0.62806,0.67277,0.771029117577478,1,29586,0.01662011,348,31720,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0289689958397053,0.0592159215704901,0,0,0.0881849174101954
31402,SORBI_3007G060300,7,6259475,6312457,976,81,328,-0.86087,0.80535,0.67439,0.79682,0.80535,0.858682089176781,1,31802,0.009382846,976,29511,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0603182483765814,0.0278477412413786,0,0,0.08816598961796
31403,SORBI_3003G159101,3,18239025,18289561,656,34,330,-0.55194,0.70951,0.54621,0.74299,0.70951,0.795860434681928,1,30229,0.01345317,656,31047,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0382825328194033,0.049878393885861,0,0,0.0881609267052643
31404,SORBI_3005G029500,5,2589060,2640642,645,48,329,-0.75149,0.77382,0.72317,0.68955,0.77382,0.839284274291563,1,31263,0.01055637,645,30022,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0528625538654477,0.0352715238689201,0,0,0.0881340777343678
31405,SORBI_3009G185501,9,53842098,53892445,567,48,330,-1.1858,0.88214,0.99187,0.67086,0.88214,0.910939308076501,1,32836,0.007700188,567,28590,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0740880191272826,0.01395192749136,0,0,0.0880399466186427
31406,SORBI_3002G002900,2,362279,413847,908,47,329,-1.5362,0.93776,0.99102,0.78514,0.93776,0.950344184823217,1,33459,0.006960186,908,28058,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0822454635990594,0.00578921756516557,0,0,0.088034681164225
31407,SORBI_3008G117200,8,52698465,52753930,880,70,329,-0.9023,0.81655,0.78084,0.69083,0.81655,0.866346800588254,1,31959,0.009132875,880,29375,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0623242992054788,0.0257089927443311,0,0,0.0880332919498099
31408,SORBI_3010G209501,10,55288400,55348792,485,42,329,-0.33647,0.63174,0.47066,0.73569,0.63174,0.744378277851136,1,28777,0.02449613,485,32624,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0167649660512067,0.0712566576906649,0,0,0.0880216237418716
31409,SORBI_3007G087500,7,11889869,11941389,320,13,329,-0.23269,0.592,0.78791,0.36603,0.592,0.716860795657453,1,28002,0.04696509,320,33532,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.00484271699859259,0.083113123216471907,0,0,0.0879558402150645
31410,SORBI_3002G188000,2,57227856,57281475,1287,39,329,-1.14,0.87287,0.87118,0.71552,0.87287,0.9044240171123,1,32725,0.007805005,1287,28696,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0724808108173613,0.015422519262478,0,0,0.0879033300798393
31411,SORBI_3002G358450,2,72062569,72113192,551,41,330,-1.0435,0.85164,0.88559,0.70954,0.85164,0.889795067480126,1,32454,0.008290867,551,28942,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0687736352989443,0.0190339426595635,0,0,0.0878075779585077
31412,SORBI_3008G107500,8,50578514,50634969,1138,52,328,-0.84822,0.80184,0.73,0.72231,0.80184,0.856636089600202,1,31738,0.009582629,1138,29602,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0589811201958968,0.028722618680516,0,0,0.0877037388764129
31413,SORBI_3003G300800,3,63156541,63208919,465,31,330,-0.54781,0.70809,0.80382,0.5436,0.70809,0.794872400185394,1,30206,0.01362342,465,31104,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0374859312390909,0.0502089564263101,0,0,0.0876948876654011
31414,SORBI_3006G100501,6,47069039,47120397,1003,47,330,-0.81251,0.79175,0.89549,0.59282,0.79175,0.850762228278091,1,31556,0.009933282,1003,29777,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.05642123355654,0.0312202270969457,0,0,0.0876414606534857
31415,SORBI_3006G137200,6,49923483,49978310,739,38,329,-0.74392,0.77154,0.80088,0.59409,0.77154,0.83764659067623,1,31232,0.0106689,739,30088,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0519088540709288,0.0357023784986737,0,0,0.0876112325696024
31416,SORBI_3010G162500,10,47950241,48005077,447,42,328,-0.63959,0.73878,0.54843,0.83259,0.73878,0.816058645470241,1,30697,0.01200257,447,30617,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0443395402874642,0.0432062402819826,0,0,0.0875457805694469
31417,SORBI_3003G314600,3,64237909,64290143,494,60,330,-1.0161,0.8452,0.90346,0.68684,0.8452,0.88565906239377,1,32359,0.008471059,494,29046,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0672158414607382,0.0203070824718724,0,0,0.0875229239326106
31418,SORBI_3002G307300,2,68153417,68204694,257,31,330,-0.47138,0.68131,0.69608,0.57269,0.68131,0.777003211354769,1,29732,0.01577875,257,31614,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0304227255288396,0.0570780503543597,0,0,0.0875007758831992
31419,SORBI_3003G063900,3,5504620,5555900,762,45,329,-0.44897,0.67327,0.47668,0.78934,0.67327,0.771310195283465,1,29598,0.01694364,762,31759,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.028435355204998,0.0590398086394866,0,0,0.0874751638444846
31420,SORBI_3002G030300,2,2766243,2817730,726,42,329,-0.47856,0.68387,0.51009,0.80001,0.68387,0.778822595553167,1,29774,0.01560712,726,31576,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0309450610978125,0.0564649904522029,0,0,0.0874100515500155
31421,SORBI_3001G289100,1,56535201,56586506,517,35,330,-0.68837,0.75439,0.90854,0.53651,0.75439,0.826634196154468,1,30944,0.01138796,517,30383,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0476715208531514,0.0397257220823638,0,0,0.0873972429355152
31422,SORBI_3001G427100,1,70610490,70667549,312,37,331,-0.31128,0.62221,0.4031,0.81872,0.62221,0.738049978311061,1,28586,0.02748056,312,32892,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0132118928981482,0.0741487851105779,0,0,0.0873606780087262
31423,SORBI_3010G088500,10,7538255,7589324,715,55,328,-1.1212,0.8689,0.86329,0.70643,0.8689,0.901688177505738,1,32675,0.007918178,715,28779,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0712264752956355,0.0160865782326895,0,0,0.087313053528325
31424,SORBI_3003G043000,3,3945232,4003742,581,40,330,-0.50326,0.69261,0.61317,0.68455,0.69261,0.784743538610619,1,29927,0.01495736,581,31422,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.033068350200142,0.0542389908474391,0,0,0.087307341047581
31425,SORBI_3001G217850,1,20232858,20283851,602,43,329,-0.84474,0.80087,0.76863,0.7019,0.80087,0.855896998234997,1,31728,0.009641413,602,29639,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0584386277356133,0.028859477624044,0,0,0.0872981053596573
31426,SORBI_3002G379300,2,73519385,73573028,437,31,330,-0.40619,0.6577,0.50866,0.71867,0.6577,0.761682147614331,1,29279,0.01965021,437,32120,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0235266378786282,0.0637459348140232,0,0,0.0872725726926514
31427,SORBI_3006G130700,6,49462848,49519840,1051,39,330,-0.55212,0.70957,0.53953,0.73586,0.70957,0.795901407872974,1,30230,0.01365319,1051,31112,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0373742443458681,0.0498640273074544,0,0,0.0872382716533225
31428,SORBI_3002G383700,2,73900143,73955617,587,37,330,-0.76005,0.77639,0.89907,0.53975,0.77639,0.840812268284893,1,31310,0.01059227,587,30039,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0526167036002335,0.0346191068683562,0,0,0.0872358104685897
31429,SORBI_3001G427200,1,70620547,70672667,234,29,331,-0.31246,0.62265,0.51046,0.66447,0.62265,0.738339436964504,1,28594,0.02748056,234,32893,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0131986894480628,0.0740272616451042,0,0,0.087225951093167
31430,SORBI_3001G310600,1,59671314,59723662,828,43,330,-0.96633,0.83306,0.78555,0.7731,0.83306,0.87733013883281,1,32197,0.008796087,828,29216,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0646814186310666,0.0224867668932545,0,0,0.087168185524321
31431,SORBI_3006G100400,6,47056366,47112885,920,36,330,-0.71659,0.76319,0.89501,0.55955,0.76319,0.832296195285112,1,31092,0.01102939,920,30257,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0494763092262073,0.0376535154518218,0,0,0.0871298246780291
31432,SORBI_3001G504000,1,77210904,77270275,497,36,330,-0.37386,0.64575,0.48526,0.68404,0.64575,0.753504628514402,1,29059,0.0216666,497,32380,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0200253300679166,0.0670215095320248,0,0,0.0870468395999413
31433,SORBI_3004G332000,4,66475436,66529945,776,25,330,-0.5049,0.69318,0.58647,0.67516,0.69318,0.785153241582042,1,29936,0.01505414,776,31439,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0328334507753048,0.0541084043293368,0,0,0.0869418551046415
31434,SORBI_3001G071100,1,5395226,5446968,580,34,330,-0.98584,0.83789,0.95014,0.62783,0.83789,0.880550805181925,1,32265,0.008729359,580,29172,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0653359695943109,0.0215705050421277,0,0,0.0869064746364385
31435,SORBI_3003G013800,3,1199544,1253754,403,44,330,-0.96423,0.83253,0.90387,0.63512,0.83253,0.876989879772593,1,32189,0.008851243,403,29242,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0642951017104043,0.0225946896054312,0,0,0.0868897913158354
31436,SORBI_3002G358400,2,72059656,72113503,582,41,330,-1.0706,0.85782,0.86548,0.74314,0.85782,0.894303041780675,1,32524,0.008290867,582,28941,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0687886412413435,0.0180982220927962,0,0,0.0868868633341397
31437,SORBI_3001G491900,1,76131637,76184527,418,26,330,-0.3602,0.64065,0.88376999999999994,0.39367,0.64065,0.75005484100404,1,28962,0.02314258,418,32501,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0184054508048406,0.0684736252829358,0,0,0.0868790760877764
31438,SORBI_3007G120100,7,51916517,51972868,738,40,329,-1.0888,0.86188,0.85302,0.75351,0.86188,0.89695620403904,1,32582,0.008167776,738,28892,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0695245682970174,0.0173244351418568,0,0,0.0868490034388742
31439,SORBI_3010G174550,10,51009281,51065234,814,39,329,-0.89865,0.81558,0.98583,0.54602,0.81558,0.865618085312803,1,31947,0.009290122,814,29468,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.060951513302425,0.025872092730063,0,0,0.086823606032488
31440,SORBI_3004G232300,4,58109196,58161757,594,43,330,-0.62951,0.73549,0.73286,0.62232,0.73549,0.813856179877949,1,30643,0.01228697,594,30724,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.042824418046373,0.0439708933006054,0,0,0.0867953113469784
31441,SORBI_3009G015900,9,1460210,1511439,1121,62,328,-1.383,0.91666,0.91106,0.79063,0.91666,0.935025187413513,1,33242,0.007325815,1121,28324,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0781475887706083,0.00861502932403984,0,0,0.0867626180946482
31442,SORBI_3001G218900,1,20349729,20400594,858,55,329,-0.61056,0.72926,0.74776,0.54723,0.72926,0.809589024358303,1,30543,0.0126784,858,30831,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0413145632378848,0.0453904823196304,0,0,0.0867050455575152
31443,SORBI_3002G030500,2,2771258,2823540,773,40,329,-0.4867,0.68677,0.56236,0.7362,0.68677,0.780825383583691,1,29822,0.01560712,773,31578,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0309175540843503,0.0557654086131858,0,0,0.0866829626975362
31444,SORBI_3002G386600,2,74060786,74121361,1021,34,330,-0.69037,0.75502,0.78987,0.6256,0.75502,0.826939441196421,1,30959,0.01142682,1021,30422,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0471144124865089,0.03951525030051,0,0,0.0866296627870189
31445,SORBI_3010G112700,10,11642038,11696392,1071,41,330,-0.62359,0.73355,0.69808,0.63698,0.73355,0.812363478772044,1,30618,0.01238654,1071,30761,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0423017247790688,0.0443253557693964,0,0,0.0866270805484652
31446,SORBI_3004G186300,4,53851308,53906827,819,34,330,-0.42162,0.66335,0.52799,0.70006,0.66335,0.765207988298524,1,29394,0.01908831,819,32052,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0244470404162738,0.0620434846452973,0,0,0.086490525061571
31447,SORBI_3003G340200,3,66295518,66347909,537,43,330,-0.41393,0.66054,0.45699,0.75796,0.66054,0.763247750289648,1,29344,0.01956355,537,32107,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0237024464433079,0.0627828604953444,0,0,0.0864853069386523
31448,SORBI_3009G185000,9,53818259,53868603,700,88,329,-1.2337,0.89135,0.95188,0.70874,0.89135,0.916848044896102,1,32965,0.007700188,700,28585,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.0741639779349801,0.01224909440555,0,0,0.08641307234053
31449,SORBI_3007G066600,7,7271430,7322531,14,8,321,-0.21406,0.58475,0.54531,0.57579,0.58475,0.711535069613894,1,27864,0.08543295,14,33819,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.00114141276413708,0.0852587130350916,0,0,0.0864001257992287
31450,SORBI_3002G393800,2,74618838,74672947,388,35,328,-0.2802,0.61034,0.36293,0.89468,0.61034,0.729300404538727,1,28377,0.03385865,388,33209,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.00904637630394869,0.077335694298042,0,0,0.0863820706019906
